Type,LegacyUserID,LegacyUnitID,ResultTitle,SelfAssessmentDate,StartDate,EndDate,ExpiryDate,Where,Points,EndorsedDate,EndorsedStatus,Comments,Files
Achievements,94729,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,18/03/1996,18/03/1996,,Nakornratchasima College of Agriculture and Technology,,,,,
Achievements,94729,,Pest Control and Pesticide Safety,,15/02/2016,15/02/2016,15/02/2021,Department of Pest Management,,,,,
Achievements,94729,,Good Manufacturing Practice and Hazard Analysis Critical Control Point,,04/07/2006,04/07/2006,04/07/2011,Charoen Pokphand Foods,,,,,
Achievements,94729,,GMP/HACCP Internal Audit,,06/02/2014,06/02/2014,06/02/2019,Intertek,,,,,
Achievements,94729,,Internal Audit ISO 9001,,26/11/2006,26/11/2006,26/11/2011,CPF Training Center,,,,,
Achievements,94729,,Internal Audit for CPF SHE Management System,,25/01/2010,25/01/2010,25/01/2015,CPF Limited,,,,,
Achievements,94729,,Transition to ISO 9001:2008,,07/04/2009,07/04/2009,07/04/2014,Quality Standard Centre,,,,,
Achievements,94729,,Safety Committee,,23/01/2009,23/01/2009,23/01/2014,Kongjitman Consultant Academic and Training,,,,,
Achievements,94729,,Compartment Management of Broiler Breeder Chicken Farm for Agriculturist,,26/03/2012,26/03/2012,26/03/2017,Department of Livestock Development,,,,,
Achievements,94729,,Standard Biosecurity Management the Broiler Chicken Farm and the Broiler Duck in Compartment,,27/02/2009,27/02/2009,27/02/2014,Department of Livestock Development,,,,,
Achievements,94729,,Safety Officer at the Level of Excutive,,16/01/2009,16/01/2009,16/01/2014,Kongjitman Consultant Academic and Training,,,,,
Achievements,94729,,Safety Officer at Supervisor Level,,21/11/2008,21/11/2008,21/11/2013,Kongjitman Consultant Academic and Training,,,,,
Achievements,94729,,Compartment Manager,,21/06/2012,21/06/2012,21/06/2017,Department of Livestock Development,,,,,
Achievements,94729,,GAP of Broiler Breeder Chicken Farm for Agriculturist,,19/10/2006,19/10/2006,19/10/2011,Department of Livestock Development,,,,,
Achievements,94729,,Pest Control,,16/01/2006,16/01/2006,16/01/2011,Bayer Environment Science,,,,,
Achievements,94731,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94731,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94731,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94731,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94731,41341,First Aid Qualification,,18/11/2016,18/11/2016,18/11/2021,Bangkok Ratchasima Hospital,,,,,
Achievements,94731,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,13/06/2014,13/06/2014,,Rajamangala University of Technology,,,,,
Achievements,105616,41335,Health & Safety Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,105616,41336,Hygiene & Biosecurity Short Course,,10/10/2018,10/10/2018,10/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,105616,41337,Manual Handling Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,105616,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,105616,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,11/05/2016,11/05/2016,,Rajamangala University of Technology,,,,,
Achievements,94732,,HACCP & GMP Awareness and Interpretation,,14/03/2013,14/03/2013,14/03/2018,ISET (Thailand) Limited,,,,,
Achievements,94732,,Quality Management System,,14/01/2011,15/01/2011,15/01/2016,Department of Skill Development,,,,,
Achievements,94732,,Safety Committee,,16/11/2009,17/11/2009,17/11/2014,Kongjitman Consultant Academic and Training,,,,,
Achievements,94732,,Compartment Management of Broiler Breeder Chicken Farm for Agriculturist,,14/05/2012,14/05/2012,14/05/2017,Department of Livestock Development,,,,,
Achievements,94732,,Standard Biosecurity Management the Broiler Chicken Farm and the Broiler Duck in Compartment,,27/02/2009,27/02/2009,27/02/2014,Department of Livestock Development,,,,,
Achievements,94732,,Safety Officer at Supervisor Level,,26/11/2008,26/11/2008,26/11/2013,Kongjitman Consultant Academic and Training,,,,,
Achievements,94732,,GAP of hatchery for Agriculturist,,22/05/2008,22/05/2008,22/05/2013,Department of Livestock Development,,,,,
Achievements,94732,,GAP of Broiler Chicken Farm for Agriculturist,,22/05/2008,22/05/2008,22/05/2013,Department of Livestock Development,,,,,
Achievements,94732,,GAP of Broiler Breeder Chicken Farm for Agriculturist,,22/05/2008,22/05/2008,22/05/2013,Department of Livestock Development,,,,,
Achievements,94732,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94732,41336,Hygiene & Biosecurity Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94732,41337,Manual Handling Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94732,41338,Poultry Welfare Short Course,,07/01/2014,07/01/2014,07/01/2019,Animal Welfare Training,,,,,
Achievements,94732,41341,First Aid Qualification,,15/12/2014,15/12/2014,15/12/2019,Bangkok Ratchasima Hospital,,,,,
Achievements,94732,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,16/05/2008,16/05/2008,,Silpakorn University,,,,,
Achievements,94732,,Pest Control and Pesticide Safety,,15/02/2016,15/02/2016,15/02/2021,Department of Pest Management,,,,,
Achievements,94734,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94734,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94734,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94734,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94734,41341,First Aid Qualification,,18/11/2016,18/11/2016,18/11/2021,Bangkok Ratchasima Hospital,,,,,
Achievements,94734,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,02/04/2013,02/04/2013,,Rajamangala University of Technology,,,,,
Achievements,94735,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94735,41336,Hygiene & Biosecurity Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94735,41337,Manual Handling Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94735,41338,Poultry Welfare Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94735,41341,First Aid Qualification,,15/12/2014,15/12/2014,15/12/2019,Bangkok Ratchasima Hospital,,,,,
Achievements,94735,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,30/04/2007,30/04/2007,30/04/2012,Sukhothai Thammathirat Open University,,,,,
Achievements,94735,,Good Manufacturing Practice and Hazard Analysis Critical Control Point,,22/03/2005,22/03/2005,22/03/2010,Charoen Pokphand Foods,,,,,
Achievements,94735,,Safety Committee,,16/11/2009,16/11/2009,16/11/2014,Kongjitman Consultant Academic and Training,,,,,
Achievements,94735,,Compartment management of broiler breeder chicken farm for Agriculturist,,26/05/2012,26/05/2012,26/05/2017,Department of Livestock Development,,,,,
Achievements,94735,,Safety officer at supervisor level,,26/11/2008,26/11/2008,26/11/2013,Kongjitman Consultant Academic and Training,,,,,
Achievements,94735,,GAP of broiler breeder chicken farm for agriculturist,,25/02/2009,25/02/2009,25/02/2014,Department of Livestock Development,,,,,
Achievements,107520,41335,Health & Safety Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,107520,41336,Hygiene & Biosecurity Short Course,,10/10/2018,10/10/2018,10/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,107520,41337,Manual Handling Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,107520,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,107520,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,15/05/2017,15/05/2017,,Naresuan University,,,,,
Achievements,106333,41335,Health & Safety Short Course,,17/10/2018,17/10/2018,17/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,106333,41336,Hygiene & Biosecurity Short Course,,17/10/2018,17/10/2018,17/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,106333,41337,Manual Handling Short Course,,18/10/2018,18/10/2018,18/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,106333,41338,Poultry Welfare Short Course,,18/10/2018,18/10/2018,18/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,106333,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,15/06/2017,15/06/2017,,Khon Kaen University,,,,,
Achievements,94739,41336,Hygiene & Biosecurity Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94739,41337,Manual Handling Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94739,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94739,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,10/03/2002,10/03/2002,,Rajamangala University of Technology,,,,,
Achievements,106332,41335,Health & Safety Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,106332,41336,Hygiene & Biosecurity Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106332,41337,Manual Handling Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106332,41338,Poultry Welfare Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106332,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,07/07/2017,07/07/2017,,Rajamangala University of Technology,,,,,
Achievements,110211,41335,Health & Safety Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,110211,41336,Hygiene & Biosecurity Short Course,,10/10/2018,10/10/2018,10/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,110211,41337,Manual Handling Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,110211,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,110211,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,11/05/2018,11/05/2018,,Prince of Songkla University,,,,,
Achievements,94743,41336,Hygiene & Biosecurity Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94743,41337,Manual Handling Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94743,41338,Poultry Welfare Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94744,,Safety Officer at the Level of Supervisor,,18/05/2012,18/05/2012,18/05/2017,CPF Training Center,,,,,
Achievements,94744,,Entry Leader,,15/07/2012,15/07/2012,15/07/2017,CPF Training Center,,,,,
Achievements,94744,41336,Hygiene & Biosecurity Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94744,41337,Manual Handling Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94744,41338,Poultry Welfare Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94744,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,31/03/2011,31/03/2011,,King Mongkut's Institute of Technology ,,,,,
Achievements,94751,,Product Sustanabillity Awareness,,06/08/2013,06/08/2013,06/08/2018,Global Standard System Center,,,,,
Achievements,94751,,HACCP Verification,,02/09/2009,02/09/2009,02/09/2014,Global Standard System Center,,,,,
Achievements,94751,,Safety Officer,,02/03/2011,03/03/2011,03/03/2016,CPF Training Center,,,,,
Achievements,94751,,Safety Officer at the Level of Executive,,07/08/2012,08/08/2012,08/08/2017,Benja Safety Service Center Co Ltd,,,,,
Achievements,94751,,Compartment Management Poultry for Agriculturist,,26/07/2013,26/07/2013,26/07/2018,Department of Livestock Development,,,,,
Achievements,94751,,Compartment Management the Hatchery of Poultry for Agriculturist,,26/07/2013,26/07/2013,26/07/2018,Department of Livestock Development,,,,,
Achievements,94751,,GAP of Broiler Breeder Chicken Farm for Agriculturist,,30/07/2013,30/07/2013,30/07/2018,Department of Livestock Development,,,,,
Achievements,94751,,Safety Work in Confined Space Area,,08/10/2012,10/10/2012,10/10/2017,Thai Safety and Training Co Ltd,,,,,
Achievements,94751,41336,Hygiene & Biosecurity Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94751,41337,Manual Handling Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94751,41338,Poultry Welfare Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94753,,Safety Officer at Supervisor Level,,16/07/2013,16/07/2013,16/07/2018,CPF Training Center,,,,,
Achievements,94753,,GMP/HACCP Requirement,,21/02/2014,21/02/2014,21/02/2019,Intertek,,,,,
Achievements,94753,,ISO 9001:2008 Requirement,,20/02/2014,20/02/2014,20/02/2019,Intertek,,,,,
Achievements,94753,41336,Hygiene & Biosecurity Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94753,41337,Manual Handling Short Course,,09/06/2015,09/06/2015,09/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94753,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94753,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,18/03/2013,18/03/2013,,Kasetsart University,,,,,
Achievements,94764,41336,Hygiene & Biosecurity Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94764,41337,Manual Handling Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94764,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94764,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,11/03/2013,11/03/2013,,Rajamangala University of Technology Tawan-OK,,,,,
Achievements,94767,41336,Hygiene & Biosecurity Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94767,41337,Manual Handling Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94767,41338,Poultry Welfare Short Course,,10/06/2015,10/06/2015,10/06/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94767,41341,First Aid Qualification,,19/01/2015,19/01/2015,19/01/2020,Saint Mary's Hospital,,,,,
Achievements,94767,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,18/03/2013,18/03/2013,,Kasart University,,,,,
Achievements,94768,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94768,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94768,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94768,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94768,41341,First Aid Qualification,,15/12/2014,15/12/2014,15/12/2019,Bangkok Ratchasima Hospital,,,,,
Achievements,94768,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,07/04/2004,07/04/2004,,Maejo University,,,,,
Achievements,94768,,Pest Control and Pesticide Safety,,15/02/2016,15/02/2016,15/02/2021,Department of Pest Management,,,,,
Achievements,94766,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94766,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94766,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94766,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94766,41341,First Aid Qualification,,18/11/2016,18/11/2016,18/11/2021,Bangkok Ratchasima Hospital,,,,,
Achievements,94766,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,12/03/2006,12/03/2006,,Rajamangala University of Technology,,,,,
Achievements,94766,,Integrated Pest Management in Livestock,,07/04/2016,07/04/2016,07/04/2021,Department of Health,,,,,
Achievements,94766,,Compartment Management of Breeder Farm for Agriculturist,,29/03/2016,29/03/2016,29/03/2021,Department of Livestock Development,,,,,
Achievements,94770,,GAP of Hatchery for Agriculturist,,01/02/2009,01/02/2009,01/02/2014,Department of Livestock Development,,,,,
